,identifier,title,creator,date_created,date_issued,depositor,box,folder,type_of_resource,genre
1390,31735060482324,"Ernestine L. Rose, ""Her Address on the Anniversary of West Indian Emancipation"",",,1949,,University of Pittsburgh,13,18,text,archival document
1391,31735058194154,"The Findlay Call,",,1911-07-01,,University of Pittsburgh,11,21,text,archival document
1392,31735059397350,"""From Lynch Threat to Frame-Up"" Flyer",,,,University of Pittsburgh,1,118,text,archival document
1393,31735070057272,"Political action; Political action (Milwaukee, Wis.)",,,1911-11-25,University of Pittsburgh,,,text; text,newspaper; Newspapers.; Newspapers; Newspapers; Newspapers; Newspapers; newspaper; Newspapers.; Newspapers; Newspapers; Newspapers; Newspapers
1394,31735061538165,"Organizing Methods in the Steel Industry, By William Z. Foster,",,1936-10,,University of Pittsburgh,6,35,text,archival document
1395,31735061656454,"""Core Demands to Board of Education"",",,1963-09-03,,University of Pittsburgh,1,94,text,archival document
1396,31735070075142,"Political action; Political action (Milwaukee, Wis.)",,,1912-04-27,University of Pittsburgh,,,text; text,newspaper; Newspapers.; Newspapers; Newspapers; Newspapers; Newspapers; newspaper; Newspapers.; Newspapers; Newspapers; Newspapers; Newspapers
1397,31735070075324,"Political action; Political action (Milwaukee, Wis.)",,,1912-08-31,University of Pittsburgh,,,text; text,newspaper; Newspapers.; Newspapers; Newspapers; Newspapers; Newspapers; newspaper; Newspapers.; Newspapers; Newspapers; Newspapers; Newspapers
1398,31735059397137,"Invitation to 20th Annual Banquet of the Los Angeles Committee for the Defense of the Bill of Rights,",,1970-10-20,,University of Pittsburgh,1,113,text,archival document
1399,31735047451798,"""The Promise of Anarchism: An International Panel Discussion"" Flyer",,,,University of Pittsburgh,38,23,text,archival document
1400,31735047450550,"Rail Labor Rally March on Washington Flyer,",,1981-04,,University of Pittsburgh,37,49,text,archival document
1401,31735060482670,"""Peace in Vietnam"" Protest",,,,University of Pittsburgh,12,48,still image,archival document
1402,31735060482886,"The Historic Fight to Abolish School Segregation in the United States, by Doxey A. Wilkerson",,,,University of Pittsburgh,1,9,text,archival document
1403,31735061538298,"Tyomiehen Joulu, XXI",,,,University of Pittsburgh,4,171,text,archival document
1404,31735068354954,Mine-Mill union; Mine Mill union; Sindicato; Union,,,1952-11,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals
1405,31735065150306,Mine-Mill union; Mine Mill union; Sindicato; Union,,,1957-03,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals
1406,31735068354814,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,,1952-07-28,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals
1407,31735061658807,"""Make Your Dreams Come True"", By Gil Green,",,1937-06,,University of Pittsburgh,4,47,text,archival document
1408,31735047450881,"""Keep America at Work!"" Booklet",,,,University of Pittsburgh,37,91,text,archival document
1409,31735061656041,"""Bibliography on the Negro Question"",",,1950-06,,University of Pittsburgh,1,84,text,archival document
1410,31735061544700,"""The New Capitalism and the Socialist"", By Harry W. Laidler,",,1931,,University of Pittsburgh,11,12,text,archival document
1411,31735047450410,"Rally for Safe Jobs and Clean Air Pamphlets,",,1981-05,,University of Pittsburgh,37,33,text,archival document
1412,31735061657288,End Exile,,,,University of Pittsburgh,2,78,text,archival document
1413,31735061544254,"""National Constitution of the Socialist Party"",",,1912,,University of Pittsburgh,10,112,text,archival document
1414,31735061538025,Poster Printed in Yiddish,,,,University of Pittsburgh,13,71,text,archival document
1415,31735059397210,"Laging Una, V.16, N. 1,",,1965-01-05,,University of Pittsburgh,5,84,text,archival document
1416,31735058194014,"The Irregular N. 8,",,1966-06-03,,University of Pittsburgh,11,135,text,archival document
1417,31735065150652,Mine-Mill union; Mine Mill union; Sindicato; Union,,,1954-05-24,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals
1418,31735066228242,"""The Trotsky Opposition"", Its Significance for American Workers, By Bertram D. Wolfe,",,1928,,University of Pittsburgh,4,81,text,archival document
1419,31735047451525,"Science & Society Mail Order,",,2004,,University of Pittsburgh,37,166,text,archival document
1420,31735061542902,"""HEMP Marijuana Prohibition Protest"" Flyer",,,,University of Pittsburgh,11,174,text,archival document
1421,31735061539445,"""How France Was Betrayed"", By Andre Marty,",,1941-05,,University of Pittsburgh,7,72,text,archival document
1422,31735061657312,"Rights, Un-American Activities Committee Acts Unconstitutionally,",,1959-10,,University of Pittsburgh,2,49,text,archival document
1423,31735061656587,"""Friends! We Need Your Help!""",,,,University of Pittsburgh,13,37,text,archival document
1424,31735060482639,"Anti-War Protest, Police Cruiser",,,,University of Pittsburgh,12,46,text,archival document
1425,31735061657528,"Reconversion, by George Morris",,1945-09,,University of Pittsburgh,2,140,text,archival document
1426,31735061537266,"""Who are the Reds?"", By Roy Hudson,",,1937-06,,University of Pittsburgh,4,79,text,archival document
1427,31735047451178,"""UE Fights for Women Workers"" Booklet,",,1952-06,,University of Pittsburgh,,121,text,archival document
1428,31735047450519,"""A Call to an Area-Wide Trade Union Conference on Shutdowns and Layoffs"",",,1980-11,,University of Pittsburgh,37,45,text,archival document
1429,31735066229018,Student Institute on Non-Violence and Social Change Meeting Flyer,,,,University of Pittsburgh,11,171,text,archival document
1430,31735061658336,"""How's Your Health?"", The Fight for a National Health Program, By Robert Friedman,",,1947-02,,University of Pittsburgh,3,75,text,archival document
1431,31735058193883,"Alternative, V1, N6,",,1948-11,,University of Pittsburgh,1,124,text,archival document
1432,31735059397319,"""The War Is On!"" Flyer,",,1972-04,,University of Pittsburgh,12,32,text,archival document
1433,31735061540153,"""No More Broken Treaties"" Flyer",,,,University of Pittsburgh,14,26,text,archival document
1434,31735061537555,"Radical Communism Propaganda Center Located in Georgia,",,1936-02-16,,University of Pittsburgh,4,161,still image,archival document
1435,31735068355076,Mine-Mill union; Mine Mill union; Sindicato; Union,,,1963-11,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals
1436,31735051655045,"Peace, Freedom, Jobs Flyer,",,1970-03-28,,University of Pittsburgh,14,36,text,archival document
1437,31735061538785,"Flyer Advertising a ""United Protest Memorial Meeting for Three Wayne State University Students""",,,,University of Pittsburgh,11,113,text,archival document
1438,31735061543652,"""The Third Party and the 1948 Elections"", By Eugene Dennis,",,1948-03,,University of Pittsburgh,10,32,text,archival document
1439,31735061656215,El Rum Pamphlets (4),,,,University of Pittsburgh,1,88,text,archival document
1440,31735061655985,"The Party of Negro and White, By Pettis Perry,",,1953-03,,University of Pittsburgh,1,46,text,archival document
1441,31735061657882,"Proceedings (Abridged) of the 16th National Convention of the Communist Party, U.S.A.,",,1957-05,,University of Pittsburgh,2,153,text,archival document
1442,31735061539122,"""The Austrian Civil War"", By James O'Neal",,,,University of Pittsburgh,7,60,text,archival document
1443,31735051655318,"Drive the Snakes Out of El Salvador; St. Patrick's Day Benefit Flyer,",,1981,,University of Pittsburgh,13,34,text,archival document
1444,31735061657320,"The Rape of the First Amendment, by Alexander L. Crosby",,,,University of Pittsburgh,2,80,text,archival document
1445,31735067911507,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,,1953-06-29,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals
1446,31735061543769,"""Democracy and Revolution"", By Friedrich Adler",,,,University of Pittsburgh,10,94,text,archival document
1447,31735047451517,"City Times Number 8,",,1982-12,,University of Pittsburgh,37,161,text,archival document
1448,31735061538017,"""The Town Hall"" Program,",,1971,,University of Pittsburgh,5,13,text,archival document
1449,31735047450311,"""What Are They Really After?"" Booklet",,,,University of Pittsburgh,37,14,text,archival document
1450,31735061540435,Flyer Calling for Support of Haitian Refugees,,,,University of Pittsburgh,8,75,text,archival document
1451,31735066228085,"""The Platform of the Class Struggle"", National Platform of the Workers (Communist) Party,",,1928,,University of Pittsburgh,3,1,text,archival document
1452,31735059397418,"Spectre 3,",,1971-07/1971-08,,University of Pittsburgh,6,19,text,archival document
1453,31735061539874,"""The Whole World is Watching! Inauguration Day '69"" Flyer,",,1969,,University of Pittsburgh,8,25,text,archival document
1454,31735061543660,"""Which Road for American Workers, Socialist or Communist?"",",,1936-01,,University of Pittsburgh,10,62,text,archival document
1455,31735059397582,"""Vote for a Real Alternative in 1980!"" Flyer,",,1980,,University of Pittsburgh,1,197,text,archival document
1456,31735061539718,"Espionage, Foreign Secret Service Recruiting Methods Against the Soviet Union, By S. Uranov,",,1937-07,,University of Pittsburgh,7,38,text,archival document
1457,31735061540161,"""Monthly Review Press"", Spring 1969,",,1969,,University of Pittsburgh,8,28,text,archival document
1458,31735061539296,"L'Aggravation de la Situation Economique et Sociale et les Solutions Proposees par le Parti Communiste,",,1959-01,,University of Pittsburgh,7,10,text,archival document
1459,31735061544049,"Pocket Library of Socialism, No. 48, ""Useful Work Versus Useless Toil"", By William Morris",,,,University of Pittsburgh,10,86,text,archival document
1460,31735070057348,"Political action; Political action (Milwaukee, Wis.)",,,1912-01-06,University of Pittsburgh,,,text; text,newspaper; Newspapers.; Newspapers; Newspapers; Newspapers; Newspapers; newspaper; Newspapers.; Newspapers; Newspapers; Newspapers; Newspapers
1461,31735061540021,A Peoples Peace Treaty- Indochina Peace Campaign Flyer with Attached Letter,,,,University of Pittsburgh,12,67,text,archival document
1462,31735061544486,"""Struggle for Peace and Freedom"" Leaflet,",,1962-09,,University of Pittsburgh,11,178,text,archival document
1463,31735061586891,"Punchin' Out with the Mill Hunk Herald,",,1980-10/1980-12,,University of Pittsburgh,6,72,text,archival document
1464,31735061544817,Flyer to Attend The Socialist Party's Monthly Meetings,,,,University of Pittsburgh,11,5,text,archival document
1465,31735061538801,"Strike Strategy, By William Z. Foster,",,1926,,University of Pittsburgh,6,54,text,archival document
1466,31735047448877,"""The Movement and the Workers,""",,1969-03,,University of Pittsburgh,37,164,text,archival document
1467,31735059397558,"Frontiers,",,1932-11,,University of Pittsburgh,4,91,text,archival document
1468,31735061658245,"""I Challenge the Un-Americans"", By Eugene Dennis,",,1947-05,,University of Pittsburgh,3,117,text,archival document
1469,31735061540575,"""Ajut Infantil De Reraguarda"" Flyer",,,,University of Pittsburgh,10,8,text,archival document
1470,31735066228598,"Intemperance and Poverty, by T. Twining",,,,University of Pittsburgh,10,84,text,archival document
1471,31735070075316,"Political action; Political action (Milwaukee, Wis.)",,,1912-08-24,University of Pittsburgh,,,text; text,newspaper; Newspapers.; Newspapers; Newspapers; Newspapers; Newspapers; newspaper; Newspapers.; Newspapers; Newspapers; Newspapers; Newspapers
1472,31735066227749,"""The Time is Now! Mr. President Wipe Out Slums and Ghettos! Billions for Life-Not Death!"" Open Letter",,,,University of Pittsburgh,1,39,text,archival document
1473,31735061538330,"Tyomiehen Joulu, XXVII,",,1929,,University of Pittsburgh,5,1,text,archival document
1474,31735061657858,Smear and Run...An Un-American Activity,,,,University of Pittsburgh,2,94,text,archival document
1475,31735061538157,"Textile Strike Bulletin,",,1931-07-22,,University of Pittsburgh,6,24,text,archival document
1476,31735061543629,Assorted Socialist Party-Social Democratic Convention Papers,,,,University of Pittsburgh,10,63,text,archival document
1477,31735061657007,"Supreme Court of the United States, October Term, 1952, No. 687, Julius Rosenberg and Ethel Rosenberg vs. United States of America",,,,University of Pittsburgh,2,70,text,archival document
1478,31735061539536,"76 Questions and Answers on the Bolsheviks and the Soviets, By Albert Rhys Williams",,,,University of Pittsburgh,6,88,text,archival document
1479,31735060482316,U. of Washington SDS News,,,,University of Pittsburgh,11,138,text,archival document
1480,31735061540781,Flyer for a Rally for McCarthy,,,,University of Pittsburgh,8,82,text,archival document
1481,31735047451103,"""FE-UE Exposes UAW's 'Share the Misery' Plan for Harvester Workers""",,,,University of Pittsburgh,,113,text,archival document
1482,31735061539205,"Pour la Veritable Grandeur Francaise, ""La Lutte Pour L'Union des Forces Democratiques et Nationales"",",,1959-01,,University of Pittsburgh,7,,text,archival document
1483,31735061657734,"We Accuse McCarthyism,",,1954-02,,University of Pittsburgh,2,91,text,archival document
1484,31735067911374,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,,1951-01-29,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals
1485,31735061656355,"""Black Shirt Black Skin"", by Boake Carter",,,,University of Pittsburgh,1,171,text,archival document
1486,31735061538892,"Der Tag Begann..., Freiheit und Unabhangigkeit fur alle Volker",,,,University of Pittsburgh,6,108,text,archival document
1487,31735061659185,"""Of the People for the People, Pictorial Highlights of Fifty Years of the Communist Party, USA, 1919-1969"",",,1970-05,,University of Pittsburgh,13,51,text,archival document
1488,31735061656132,"American Imperialism and White Chauvinism, by Herbert Aptheker",,,,University of Pittsburgh,1,37,text,archival document
1489,31735067913297,Mine-Mill union; Mine Mill union; Sindicato; Union,,,1966-02,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals
1490,31735067911390,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,,1953-12-21,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals
1491,31735061658500,"""White Guard Terrorists in the U.S.A."", By Leon Dennen",,,,University of Pittsburgh,3,92,text,archival document
1492,31735051655326,"The Struggle Against White Chauvinism,",,1949-09,,University of Pittsburgh,13,57,text,archival document
1493,31735061538876,"Progressive Party of Philadelphia Letter,",,1954-11-17,,University of Pittsburgh,14,46,text,archival document
1494,31735066228028,"""Journal for 1956, Published for the 6th Annual Conference to Repeal the Walter-McCarran Law and Defend its Victims"",",,1956-04-07,,University of Pittsburgh,2,77,text,archival document
1495,31735060481862,Take Howard Out of the National Student Federation,,,,University of Pittsburgh,13,15,text,archival document
1496,31735061542894,"""March Against the Pentagon"" Flyer,",,1981-03-27,,University of Pittsburgh,14,99,text,archival document
1497,31735047449297,"""Celebrating the Life of Fannie Sellins A Labor Heroine"" Booklet,",,1989,,University of Pittsburgh,37,27,text,archival document
1498,31735061540765,"""Our Maturing Fascism"", By Hugh Hardyman,",,1949,,University of Pittsburgh,8,53,text,archival document
1499,31735061658054,"Elizabeth Gurley Flynn Speaks to the Court, Opening Statement to the Court and Jury in the Case of the Sixteenth Smith Act Victims in the Trial at Foley Square, New York,",,1952-07,,University of Pittsburgh,2,100,text,archival document
1500,31735059397749,"Black Student Voice: ""Black Voice of Revolution"",",,1969,,University of Pittsburgh,1,108,text,archival document
1501,31735047448893,"Delegates National Assembly for Peace,",,1952,,University of Pittsburgh,37,2,text,archival document
1502,31735061658898,"""It's You They're After!""",,,,University of Pittsburgh,3,134,text,archival document
1503,31735061655928,"""Make the March a Million Strong!""",,,,University of Pittsburgh,1,83,text,archival document
1504,31735066228788,"Flyers (4)Calling People to March and Protest,",,1974,,University of Pittsburgh,8,37,text,archival document
1505,31735061540591,"""Use Nuclear Electric Power and Reduce Oil Dependency"" Flyer",,,,University of Pittsburgh,8,71,text,archival document
1506,31735061539726,"""What is the Five Year Plan?"", Building Up Socialism",,,,University of Pittsburgh,7,61,text,archival document
1507,31735061657742,"In Defense of the Communist Party and the Indicted Leaders, by William Z. Foster,",,1949-07,,University of Pittsburgh,2,111,text,archival document
1508,31735061539015,"Professionals in a Soviet America, By Edward Magnus,",,1935-11,,University of Pittsburgh,6,111,text,archival document
1509,31735061656322,Keep America Out of War,,,,University of Pittsburgh,1,178,text,archival document
1510,31735059397640,"Drum: All Out in the Wash,",,1970,,University of Pittsburgh,1,104,text,archival document
1511,31735060483033,Congress of Racial Equality (CORE) Flyer,,,,University of Pittsburgh,1,1,text,archival document
1512,31735059397426,"The Student Advocate,",,1936-02,,University of Pittsburgh,4,97,text,archival document
1513,31735061537852,"Slavic Americans in the fight for Victory and Peace, By George Pirinsky,",,1946-03,,University of Pittsburgh,5,72,text,archival document
1514,31735061586875,"Punchin' Out with the Mill Hunk Herald,",,1980-01/1980-03,,University of Pittsburgh,6,69,text,archival document
1515,31735059397566,"Vote Consumer for a Change,",,1980,,University of Pittsburgh,1,196,text,archival document
1516,31735061655704,For These Things We Fight Pamphlet,,,,University of Pittsburgh,1,55,text,archival document
1517,31735065150124,Mine-Mill union; Mine Mill union; Sindicato; Union,,,1960-05,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals
1518,31735066227913,"What Everyone Should Know About the ""Bill of Rights"" and other Constitutional Guarantees of Individual Freedom, A Scriptographic Study Unit,",,1969,,University of Pittsburgh,2,10,text,archival document
1519,31735061539155,"""Italy Under Fascism"", Its Economic, Political and Moral Aspects, Discussed By Professor Gaetano Salvemini and Professor Bruno Roselli,",,1927-02,,University of Pittsburgh,7,55,text,archival document
1520,31735067913123,Mine-Mill union; Mine Mill union; Sindicato; Union,,,1965-06,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals
1521,31735061659128,"""What New York State Needs"", By The Communist Political Association of New York State",,,,University of Pittsburgh,4,39,text,archival document
1522,31735047451707,"""Fight For $15! Fight For Socialism!"" Flyer",,,,University of Pittsburgh,38,14,text,archival document
1523,31735061543579,Flyer for The Progressive Party of Delaware,,,,University of Pittsburgh,10,30,text,archival document
1524,31735061539890,"""Ernst Thaelmann"", The Leader of the German Workers, By R. Groetz,",,1934-07,,University of Pittsburgh,7,87,text,archival document
1525,31735061657130,The Case of the Stubborn Editor,,,,University of Pittsburgh,2,15,text,archival document
1526,31735061658187,"""Everybody Can Be Rich- and Still Be Honest!"", The Bread-And-Butter Facts of Life, By Jim West",,,,University of Pittsburgh,3,86,text,archival document
1527,31735061540278,"""Where It's At"", A Research Guide for Community Organizing, By Jill Hamberg,",,1967,,University of Pittsburgh,7,130,text,archival document
1528,31735066227889,"""Peace on Earth..."", by Rev. Clarence E. Duffy, Priest of the Catholic Church,",,1952,,University of Pittsburgh,1,187,text,archival document
1529,31735061538207,"The Railroaders' Next Step- Amalgamation, By William Z. Foster",,,,University of Pittsburgh,6,34,text,archival document
1530,31735061656736,"""Sure, War is Hell! But What Can You Do About It?, The Reverse Side of This Leaflet Tells What You Can Do About It..."",",,1953-03-13,,University of Pittsburgh,1,150,text,archival document
1531,31735059397608,"""A Youth Fraternal Order"" Pamphlet,",,1931,,University of Pittsburgh,5,82,text,archival document
1532,31735061540625,"""Release Us From Bondage"", Six Days in Vietnamese Prison,",,1974-07,,University of Pittsburgh,12,62,text,archival document
1533,31735061540443,"""I Accuse!"", Dr. James G. Endicott Describes Germ Warfare,",,1952,,University of Pittsburgh,12,16,text,archival document
1534,31735066228168,"""More Agitation, More Propaganda!, By E. Fisher",,,,University of Pittsburgh,3,90,text,archival document
1535,31735061540948,"""The Real Cuba as Three Candidates Saw it"",",,1964-06,,University of Pittsburgh,8,79,text,archival document
1536,31735047450857,"UE Constitution and By-Laws,",,,,University of Pittsburgh,37,88,text,archival document
1537,31735061539999,"""Four More Nixon Years?"" Pamphlet",,,,University of Pittsburgh,8,21,text,archival document
1538,31735060482910,"""Flower Hat"" Protest",,,,University of Pittsburgh,12,54,still image,archival document
1539,31735066228937,"Do You Know Thaelmann?, By Henri Barbusse,",,1934-06,,University of Pittsburgh,7,13,text,archival document
1540,31735061657866,"McCarthyism and the Big Lie, by Milton Howard,",,1953-11,,University of Pittsburgh,2,108,text,archival document
1541,31735061537217,"""The People Against the Trusts"", Build a Democratic Front to Defeat Reaction Now and Win a People's Victory in 1948, By Eugene Dennis,",,1946-12,,University of Pittsburgh,4,49,text,archival document
1542,31735066228408,"Letter Explaining the Political Climate of Chicago,",,1963-07-29,,University of Pittsburgh,11,141,text,archival document
1543,31735061659540,"""In Defense of the Communist Party"", Guide for Study and Discussion of William Z. Foster's Pamphlet,",,1949-08,,University of Pittsburgh,3,28,text,archival document
1544,31735059397095,"""Fact Sheet in the Rosenberg Case"" Pamphlet,",,1953,,University of Pittsburgh,2,118,text,archival document
1545,31735061656967,"Morton Sorbell, Prisoner on Our Conscience, A Newspaper to Secure Justice in the Case of Morton Sorbell,",,1956-11,,University of Pittsburgh,2,69,text,archival document
1546,31735051655706,"""They've Had Enough Haven't You?"",",,1971-04-24,,University of Pittsburgh,14,92,text,archival document
1547,31735061655639,Democracy vs. Force and Violence!,,,,University of Pittsburgh,1,74,text,archival document
1548,31735061657197,"""When Conscience Speaks""",,,,University of Pittsburgh,2,53,text,archival document
1549,31735061658120,"""Smash the Bosses Hunger Program"", Fight for Unemployment Insurance, Cleveland Communist Election Platform, I.O. Ford for Mayor",,,,University of Pittsburgh,2,159,text,archival document
1550,31735061540476,"""What's Wrong With Big Rock? Plenty!!"" Flyer",,,,University of Pittsburgh,8,74,text,archival document
1551,31735068353295,Mine-Mill union; Mine Mill union; Sindicato; Union,,,1961-06,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals
1552,31735061542571,"""March on Washington April 24"" Flyer",,,,University of Pittsburgh,12,25,text,archival document
1553,31735047450568,AFL-CIO Organizing Institute Booklet,,,,University of Pittsburgh,37,50,text,archival document
1554,31735061540344,"""New Left May Day Manifesto"",",,1967,,University of Pittsburgh,7,127,text,archival document
1555,31735061539395,"This Is Our Enemy, By Peter Wieden,",,1943-03,,University of Pittsburgh,7,49,text,archival document
1556,31735066228903,"At the Moscow Trial, By D.N. Pritt, K.C., M.P.,",,1937,,University of Pittsburgh,7,36,text,archival document
1557,31735059397368,"Spear, V.1, N.1,",,1969,,University of Pittsburgh,1,96,text,archival document
1558,31735061544585,Socialist Party Cards (3),,,,University of Pittsburgh,11,16,text,archival document
1559,31735061659086,"""Let's Pull Together for Jobs, Security, Democracy, and Peace"", By Carl Ross,",,1938-09,,University of Pittsburgh,4,40,text,archival document
1560,31735061538991,"High Time,",,1939-05,,University of Pittsburgh,13,66,text,archival document
1561,31735061656256,Uni Rum Pamphlet,,,,University of Pittsburgh,1,89,text,archival document
1562,31735061656702,Assorted Holiday Cards for Peace,,,,University of Pittsburgh,1,160,text,archival document
1563,31735047450352,"""What's Cooking Joe?"" Booklet",,,,University of Pittsburgh,37,21,text,archival document
1564,31735061540682,"The Citizens Party News Bulletin,",,1981-06-17,,University of Pittsburgh,1,199,text,archival document
1565,31735047449370,"Public Hearing Flyer,",,1981-05,,University of Pittsburgh,37,30,text,archival document
1566,31735047449057,"""An Essay on Labor History and the Quality of Paper"" Flyer,",,1980,,University of Pittsburgh,37,15,text,archival document
1567,31735061658294,"""Broaden the Fight for Peace and Democracy!"", By Joseph Rockman,",,1952-09,,University of Pittsburgh,3,76,text,archival document
1568,31735047451673,"""David Montgomery 1927-2011. A Pittsburgh Celebration of his Life"" Program,",,,,University of Pittsburgh,38,11,text,archival document
1569,31735066249149,"New Theatre,",,1935-06,,University of Pittsburgh,33,2,text,archival document
1570,31735061540658,Photograph of Aiding State Trooper Michael Murray as He Lies on the Ground,,1949-09-04,,University of Pittsburgh,10,5,text,archival document
